text,sentiment
poor order handling by amazon watch out the club is excellent amazon s order handling was terrible can t be trusted to deliver expensive items consistently customer service on follow up was mostly helpless,0
false advertising and terrible design stars i order hundreds of items from amazon every year and usually leave no reviews but i am compelled to write about this item as other mentioned the glass is extremely thin and feels like it will crack at any point the metal cover doesnt sit securely on the glass and it feels like there should be another piece holding the metal to the glass otherwise if you lift the lid the entire contraption lifts up if the teapot is anywhere full or more watch out because it will leak no matter how hard you try it feels like the good reviews either received another item or are fake,0
did not watch the entire show full of liberal cowards and liberal ideas this makes the british look like scared fools and my grandfather was no liberal coward,0
cheap clasp lost fitbit i loved the look of this band but unfortunately it has a cheap clasp and i lost my entire fitbit,0
pops off easily it s a clip on frame for your watch that s it not a screen protector at all i had mine less than a day and it popped off now i have no idea where it is,0
where is the battery the watch looked okay but it did not come with a battery so how am i supposed to cut it on it s going back,0
some functions don t work it looks like fake watch don t prefer this watch looks like toy watch the quality is very bad the solutions is very low and the screen is hard to touch it s very disappointed to me i can t buy it again,0
cheap waste of money good i was so happy with the look to the screen protector tiny watch looked so good with the curved black edges around the screen protector easy installation bad the screen protector shattered within an hour of putting it on my watch as i was sitting at my desk at work product not worth the money i was very sad,0
don t get your fitbit wet not good if you plan on getting your fitbit wet i wear my fitbit during aqua aerobics it just filled with water and clouded my screen only way to dry it was to take the bands off and then take the cover off too much trouble so i returned it would not recommend,0
i expected more from fitbit this fitbit wristband broke within a few weeks and was not repairable had to contact fitbit customer service for assistance not worth the money,0
does not clip into blaze frame the design and band would be great but it does not clip into my blaze frame too big useless,0
disappointed cute dress but washed it once in cold water and it shrunk and was not wearable for me had to return,0
very disatisfied the arrow was broken head band was cut wings had a large spill stain the bag had been cut open will not purchase again,0
watch out for nasty products and deceiving descriptions extremely dirty had to return and had no cords memory cards or controllers,0
do not buy this watchband i have only had this watchband for a couple weeks does not clasp well first noticed the issue when i was clapping my hands on my legs and off came the watch today walking down a hallway watchband came unclasped again watch fell off and broke do not buy for any sports watches as it cannot even handle normal wear,0
doesn t cover face of watch this is much too small to cover the complete watch face of a mm watch instructions are very sparse,0
material was not good it is damaged already material was not good it is damaged already my husband does not use the band daily what is the return policy thanks,0
poor customer service poor reception the antenna is connected to two tv s one upstairs in the bedroom and one downstairs in the living room and both are smart tv s upstairs we get several channels with good picture quality however in the living room where we watch tv the most we only get two channels we have repositioned the antenna several times with no change which is very frustrating i sent an email to the company about my problem and after a week i still haven t had a response which isn t good customer service also when we were running the supplied cable through the ceiling it pulled apart so we ended up using the existing cable we were using for my old bulky antenna which pulled in all the local channels it s very disappointing that the new antenna doesn t pull in all the local channels where we sit to watch tv,0
crap band after less than months the band broke at the clasp,0
disgusted and disgusting disgusted and disgusting amazon sent me a pair of worn shoes not only were they worn they still had skin residue inside absolutely gross the box was beaten to smithereens and even had a hole in it the top was secured by a rubber band i have had great experiences shoe shopping with amazon in the past but this order has me leary from ever purchasing shoes again i would give it a if i could,0
do not waste your time or money this watch is cheaply made did not come with a sim card as described nor does it even have a slot to insert a sim card into when i purchased it had a star review which is why i said i would try it but now i see others are in the same position i am and my daughter will be without a gift for christmas as i have already started processing my return i guess santa will have to leave an iou for a decent watch now very disappointed,0
disappointing if you want to watch a film about a writer who finds the cause of her agoraphobia through encounters with a weird fan who never does anything but look scary plus three characters that seem to morph around blowing her mind it was intense enough to cause me to watch it to the end which never resolved anything that caused me to watch it in the first place i felt cheated outta my nickle,0
cheaply made do not recommend cheap product you get what you pay for i lost my fitbit because the clasp is so flimsy i only had it on for minutes before it completely came apart,0
does not work poorly made did not stick to the watch became instantly foggy save your money buy a different protector,0
i would like to make a complaint i bought this watch it i would like to make a complaint i bought this watch it was delivered at my door most stolen i would like information for reimbursement it was for the delivered to leave in the office of the condominium or play on my deck equal the latest deliveries i await an answer,0
works well for a short run does not last longer then that battery does not last long enough to watch a full feature movie,0
feels great but doesn t stay connected love the band but after weeks of wearing it the pin that connects to the fitbit keeps coming out i ve almost lost it twice unhappy with the product,0
watch what you order from this company had to send these back even though i ordered the right size they kept sending me the wrong size then my neighbor received the package i sent back to amazon with my socks in it instead of his order,0
broken in weeks i bought this in march looked down weeks later and it was already breaking at the connection point leather just started splitting i could have lost my apple watch very disappointed,0
dont buy its fake i find out what ive order is a fake mk watch no logo at the back of the watch like the original youll find it clear together with the number i just waste my money all i thought it was original,0
you get what you pay for the watch stopped after one week and has not kept time since of course it s right twice a day,0
do not trust this company this is obviously not a real gig card doesn t work at all rip off plugged this into my gear camera which handles sandisk with no issues this one shuts off after one minute says the card is full and is buggy as hell i would not order anything from this company this is obviously a generic card with less than megs of real space i trusted their feedback ratings but got screwed for more i could have bought a sandisk and not had any issues really upset,0
crashes the app opens and immediately crashes can t watch one show horrible app,0
horrible installation process and protectors peel off too easily terrible product i never write reviews but i have to write this one the protectors are too flexible so there s always a little overhang and if you bump the overhang at all it peels right off the adhesive is this weird spray that runs all over your watch face and yet somehow fails to adequately adhere to the edges of the protectors i don t recommend this product it s incredibly difficult and frustrating to install and doesn t even work once it s done,0
does not last watch charger already quit working,0
very poor design i am now out bucks i used it for four days and it worked as promised on the fith day i went swimming and at some point later on the fith day the controller popped out of the wrist band and is lost i did not do any thing different on the fith day other than swim very poor design i am now out bucks,0
reconsider before purchasing i am so disappointed with this product i was very pleased with my previous vivoactive i just wanted a different style of watch to look more feminine while still having a garmin and that is about the only good thing about this particular watch it s battery life is horrible any little bump will have the thing flying to a whole different screen i would never buy this product again,0
you get what you pay for horribly frustrating strap to hold it onto the light i expected a much better fit not much better than trying to stretch a rubber band around the diffuser to old it on kept falling off after i did get it strapped on in a time sensitive situation it would be maddening to use this product you get what you pay for and in this instance not much,0
the absolute worst of the john wick movies almost as bad as a bad steven segal movie every hear someone talk as though every word was important ever read a long long email all in caps when every word is important no word is when all letters are shouted in email who cares in this movie there is almost nothing but fight scenes not fight scenes where you are taught how to fight just lots of fighting fighting fighting fighting fighting get the idea apparently the writers ran out of ideas and are hoping the audience will be suckered enough to watch it the movie has no arc it s just bam bam bam do not waste your money or your time on this movie unless maybe you have not reached puberty yet a true monument to steven segal even though he wasn t in it,0
quality is horrible this product is horrible doesn t fit small wrist i ve had it for only days before it broke beads went everywhere definitely not a good quality of watch band would like a refund,0
wrong sim amazon recommend the wrong sim for the watch i bought,0
battery the watch arrived on time looked great but after only day of wearing it the battery was low twice and i had to charge it durning the night while sleeping the watch died and when plugged in to charge nothing,0
this watch didn t came with an instruction on how to this watch didn t came with an instruction on how to open it that s the reason why i am returning this item,0
waste of time watch something else,0
one watch is not working i think sell is weak one watch is not working,0
piece of junk this is a big piece of junk the band is enormous large enough for a pound man s arm the biggest annoyance of this band with that once it on it s impossible to get off without breaking the band do not buy this i have attached a picture to this review what about looks like after trying to remove it not to mention i scraped up this relatively new samsung gear s going to try to attempt a return,0
don t waste your time lost it after a week because the band wouldn t stay clasped terribly made,0
was ok while it worked seemed like a great watch but after months it now loses about hours a day because the second hand gets stuck and just bounces,0
do not buy for iphone xs will only charge phone if placed sideways and shoved all the way into the watch charger where you can place the watch can t charge phone standing up if phone shifts the smallest amount phone doesn t charge overnight do not waste your money,0
doesn t fit the watch properly great color but it doesn t fit my mm series properly on one side it would be a star product if both sides stayed on properly disappointment otherwise,0
junk i have had this charger since august it has now stopped charging my phone still charges the watch though so now i have to find a new charging stand and it s outside the return window,0
i got a dead watch got sent a dead watch i had to contact amazon support,0
remote which does not control the dvd player as advertised i purchased this remote so i could watch my exercise dvd s on my new windows pc i hoped that as advertised the remote would let me play pause fast forward choose the dvd menu etc without reaching for the mouse or having to stop my exercise but this isn t happening those buttons on the remote are not working with the installed dvd player on my computer so i am very disappointed on the positive side i can instantly go to a web page and put my computer in sleep mode that s helpful but the main purpose for my purchase was not achieved,0
did not recommend do not buy the charger didn t work at all did not charge and made the watch so hot such a pos did not recommend do not buy,0
watch is worthless this watch is junk it worked for about a week and half and then died reach out to seller via email days ago and have not gotten response back do not buy the crap of watch,0
watch for splinters and stain the second you touch the box the stain comes off on your hands there s no polyurethane on the outside to seal this stain in there s splinters of wood coming out of the whole box disappointing,0
don t waste your money and get your hopes up doesn t stick hardly any tack half of it didn t stick didn t hold the screen down on the watch watch goes on broken,0
cute but fall apart in no time loved the look of these shoes but after a few wearings and two replacements they began fraying at the top elastic band or the cork trim around the sole began flaking off too bad they re so cute,0
one star don t fit for a men s band,0
broke after one day this band broke when i took it off after wearing it for one day very disappointing because it looks great,0
uggg story building doesn t happen mc powers is too overpowered mc is lvl and can make slave collars and put them on anyone also the mc can make and enchant his own gear seriously very short book author spends enormous amount of pages on skill sheets and weapon descriptions this book seems like it would be an authors draft of an idea he wants to create as a story instead of one save your money,0
software great hardware died worked great until it didn t can t get it to stay on since yesterday charged boot up then it just turns off trying to get support is crazy making don t know what to do with it if i can t get it fixed and have to get another watch it will not be this one,0
one star the watch heats up way too much on this charger,0
bad batch unfortunately i received a bad screen replacement one of the wire band had splitter and made the home button touch id is not functional colors saturation is noticeably poor,0
very late delivery paid for day delivery but didn t get delivered on time my brother in law left already when the watch was delivered days later the watch is supposed to be brought here in the philippines,0
i hate rd parties my dogs never even got this because the seller supposedly lost the item and instead of just sending another they supposedly reimbursed the money which i haven t seen yet watch who you buy from people if it s rd party don t do it also i think amazon should do away with rd party selling and they should sell all items so things like this stop happening,0
i never did received this watch i sent man emails i never did received this watch i sent man emails to tell you i never did receive this watch and i never did hear anything from you y all just took my money,0
lost one and another went bad at the point where the cable attaches to the i ve owned of these over the past years lost one and another went bad at the point where the cable attaches to the headphone no matter the sound was just the way i like it and they were fairly rugged so i keep ordering the same model no more this last pair went bad almost immediately with the band almost snapping in two from normal use it s clear that these are either fake or beats has started using inferior material,0
excellent seller not so great product i purchased this screen saver because of the good reviews the item arrived a pack glass screen saver for apple watch i used both screen protectors with the same result as shown in the picture the protectors would not adhere properly to the screen leaving significant bubbling maybe faulty one star for product five stars for customer service i contacted the seller regarding the issue and they said they would send out another package excellent customer service i will update this review once the new package arrives and i try to apply another screen protector,0
not working properly cannot find a stable fm band to work correctly not satisfy at all,0
cheap looking cheap band looks like something that you d get from the dollar store,0
star wars episode viii a parody of itself i did not see this film in theaters a first for me with the star wars franchise five minutes and i could not fathom the incompetence displayed by the characters twenty minutes in and i had to stop the film the next day i was able to make it about fifteen minutes before stopping this film is simply trash if you want the feel of space adventure and have not seen ice pirates go watch that it is a far better movie disney has killed the star wars franchise,0
save your money i was uncomfortable felt like a band aid fabric doesn t breath well it was heavy the sizing is not accurate,0
not what it seems parts missing no instructions included was told to watch a youtube video with was no longer available keep your money,0
don t buy watch doesn t work with it on easy enough to put on the watch and i m sure keeps the scratches away problem is the watch doesn t register anything through it it can t hear your voice for dictation and couldn t use touch screen it made the watch useless i would not purchase again,0
don t waste your money these screen protectors are horrible there is barely any adhesive to them so they just come right off my watch complete waste of money,0
didn t realize this was all subtitled couldn t watch due to language barrier,0
don t waste your money and time on this one i bought a hair they sent me one thats barely reaching my shoulders the volume of the hair is ridiculously thin i cant even hold it with my hair band you can see my skin even after combing it evenly the quality is not up to my expectations i would give is a star for the quality they send you a card telling you to rate them star then get a human hair but i gotta be honest here to save the next sister some money i would not recommend it the volume and the length ruined the whole deal,0
do not recommend for runners i do not recommend this watch for runners for multiple reasons there is no way to stop the timer and restart it the screen is not bright enough to see outdoors total time and pace are so small on the screen you have to stop to see it the app is not user friendly if you forget to wear your watch for a run there s is no way to manually enter it there is no manual for this watch,0
band color does not last originally i loved this replacement band because of the color however with less than a year of use the color has completely changed faded which you can see in the pictures i was out of the country and unable to return it before the return date but i m not happy that i now need to order another one,0
the gears strip too easily units in a row all stripped within weeks each the gears strip too easily our first unit stripped after less than minute of play literally we decided to replace it and at least the second unit lasted about two weeks before its gears stripped too now we re returning it the replacement for a full refund update about months later may we decided to risk getting a third one of these its gear stripped within week of play with one bad car maybe we got a lemon two bad cars is very unlikely but still possible three is astronomically unlikely there is a manufacturing defect somewhere we ll be returning the third one and never buying another one of these again the weird thing is that the other karts in this series mario bowser donkey kong don t have this problem or at least if they do it doesn t appear right away within the first two weeks we know because we ve bought like of these over the last couple of years one of our dogs loves to play with them all three of the newer yoshi models stripped their gears within two weeks and none of the others did something is rotten in the yoshi production line something that weirdly doesn t affect the other racers in the line,0
poor manufacture quality too many defects water seal is a culprit i purchased versa at launch it was great at first but within a month it broke screen became finicky and eventually went out of function i noticed that it happened after i got under heavy rain my version of versa was on backorder so i had to wait for replacement for a whooping weeks once replacement arrived it was working fine that until i took it to the pool low and behold after few pool sessions battery of the replacement versa started to drain rapidly fitbit offers yet another replacement with no guarantee that it won t be faulty again,0
one star fell apart band and quit working,0
can t rely on vendor to send you a new watch the vendor sent me a watch whose battery life was nearest end today is june and the watch battery is dead i purchased a second watch a month later and it came with something to keep the watch from being turned on accidentally indicating to me that my watch have been running for an indeterminate time,0
not recommend poor quality after a week of use i decided to change to another band after two days i can there are fungal in the strap i am doubtful about the quality of the product,0
not the good value product i expected i have purchased skagen watches before but never again purchased this watch sept wore it a few times with no abuse of any kind the metal watch band started fraying on one side cutting my skin and snagging my clothes the return complaint option ended in mid december a replacement watch band would cost which is more than half the price of the watch i feel cheated by amazon and by skagen,0
not worth it was not accurate took a very long time on the app to get info going back to a fitbit,0
they were good to work with and they understood the pins would not stay in if you pulled at all they would pop out i would not take a chance to break new ionic fitbit for a cheap band the company replaced them with no problem they were good to work with and they understood i then ordered fitbit replacement bands they worked perfect,0
not the right size this was ordered for apple watch series mm does not cover protect the entire screen at all,0
one star pretty watch but very cheap made,0
you will lose your fitbit band keeps falling off i have almost lost my fitbit twice due to the pins coming off of the band thankfully it came off in my car and in my bed and once at the hospital but i was wearing a sweatshirt so it got stuck in the sleeve and numerous times during the day it will just pop off horrible now i have to buy yet another band,0
lousy directions lousy picture directions for someone who had never put one together really watch it or you will crack a pole,0
watch boxing wad tampered with and replaced with previous version to begin the watch had scratches all over the bezel then after peeling the gps sticker i realize there s a big ol fingerprint on the front of the screen then after charging i realize there are runs logged from what seems to be a previous owner back in october i bought the watch full price brand new not to mention for the second time after receiving the first one and returning for the button not functioning the watches defintely didn t fit the description of being brand new and i certainly didn t pay a used or refurbished price for it i really want to like this watch but i just can t seem to get one without it being put through some wear and tear update item was actually tampered with and changed out there was a slit in the original tape and it was covered up by a bigger piece on the product box itself,0
timer doesn t work no sound timer portion doesn t work watch does seems durable but not helpful toddler just excited to wear a watch,0
complete trash computer my expectations were very low seeing the specs but i really needed some thing cheap right away to watch videos for school on really low quality but this computer cannot even do that the best it can do is maybe emails text and images if you expect anything more don t waste your time,0
product is a waste of money the back broke within three weeks for the cost you would expect better quality do not waste your money on this product it is a piece of junk i will never buy urban armor gear again,0
watchband is not leather its plastic leather date could not be changed overall watch isnt worth very much,0
battery issues watch is over heating,0
did not pair with my phone looks nice out of the box charges quick and touch screen is very responsive that is the end of what s good app that the included paperwork directed me to install is from a rd party site once downloaded my antivirus warned me that it was an adware program i installed it anyways i then tried to pair the watch with my samsung note and it would not connect tried other apps and it still would not pair not a very smart smart watch will be returning,0
quantum horror too arty for me if you wanted to people to watch your movie why would you make it so hard to watch more than half this movie is pure blackness and chaotic spasms of light from a flashlight or match it s only about an hour long but i couldn t make it through perhaps i would have if i cared about either character,0
watch this seller it shows that it is purple but that is not the color you get and it does not give you an option of choosing a color it s whatever they feel like sending you but yet you re the one paying for the item,0
not recommended projection quality is bad unable to download android apps and google playstore display is blurry across the edges default color combination is not good to watch sports,0
not reliable after just a few months of night time charging the apple watch won t charge maybe if the seller sends me a new one for free i ll write a better review,0
don t buy definitely not worth the money they overheat and burn my ears very quickly after being turned on the battery life isn t more than minutes when trying to watch a show or video the audio is very behind and they have this constant beeping buzzing noise while they re on that you can still hear over your music,0
i really wanted to like the arm band but it was just too big i really wanted to like the arm band but it was just too big for my arm and my hubby didn t like how t for either when i would do arm curls it would affect it because it would come to the elbow area it just wasn t for me,0
they don t stay on they don t stay on i even wrapped the chair legs with a fat rubber band and out the socks over to try to get traction they don t stay on,0
don t watch there isn t a zero star rating i can t believe that a movie morgan freeman and renee russo were in could be this unforgivably bad like they grabbed a few people and started spit balling the worst lines they could imagine,0
only lasted months i ve had my replacement bands for months and one side has already broken i didn t hit my fit bit on anything and wasn t messing with the band pretty upset i have to buy another set of replacements so soon,0
not a happy customer i was super excited to watch point break however the movie will not play super disappointed,0
inaccurate product this is terrible i purchased an apple watch series as a gift and this is what i received,0
dont buy i am going to dermatologist dont buy i have an appointment with dermatologist i wear this band and it damaged my skin,0
stopped the watch stopped working completely after just weeks,0
may not be what you think this was the second one i ordered i had to return it what i received didn t match this photo the band was maybe wide not what i wanted at all might have been a computer error for the second time but it wasn t what i thought i was ordering so i didn t keep it,0
it does not work i purchased this device because i travel a lot and like to connect to hotel tvs with hdmi to work and watch the occasional movie from my laptop computer every time i ve used it it will work fine for the first minutes and then the video begins to get blotchy and blurs to a point where the screen is no longer recognizable i ve tried it on different tvs and experienced the same result on each,0
lousy movie i couldn t even watch the whole movie because jessica lange s character is so cringy basically she s an air head with an overly active libido who can t put two thoughts together and has no respect for herself her husband or her family kind of like a s kim kardashian or paris hilton just trash,0
one star constant issues with maintaining connectivity with apple watch series these are also uncomfortable if you wear glasses,0
missing disc i am missing disc one of season cant watch a series missing a disc,0
does not work with garmin the charger does not work the garmin drive smart reacts as if the charging cable is the usb cord and will not function or charge,0
great looking watch that can t keep accurate time i ordered the watch and it arrived ahead of time looks great but there is one problem the watch has never kept accurate time took it to the watch repair to replace the battery and diagnose the issue they were unable to find anything wrong with it mechanically what i ve noticed most recently is that the second hand gets stuck when going around at the minute hand back and forth for a minute or more on random rotations thus my description that the watch will not keep time it s too late to return for replacement so this review will have to suffice hope it helps someone s purchase decision,0
watch out for this watch i ve had this watch for literally one year i wear it about twice a month three hours a night it s the watch i use when i work my night job well three weeks ago the battery died not the end of the world i took it to my local jeweler who replaced the battery and then told me he could not get the back of the watch snapped on he said he tried for over an hour he felt so bad he didn t even charge me but he recommended a local watch shop about a mile away i went there and he too couldn t get the back on the watch i went to a third watch shop same story then in desperation i emailed timex who said i d hear from someone within hours that was almost three days ago so that s it i m done am gonna buy a different watch from a different manufacturer and will never buy nor recommend timex watches again,0
how hard is it to send the correct bands i ordered fitbit alta hr bands seller sent fitbit alta bands which are much larger the bands do not work with the alta hr very disappointed,0
there was no sound after eagerly anticipating to watch this childhood classic again my children and i were disappointed to discover that this dvd had no sound we tried watching the dvd on two separate dvd players and each time there was no sound when we put in another dvd there was sound confirming that there was indeed something wrong with the dvd and not the dvd player unfortunately since we discovered this after the day return limit we were stuck with this soundless movie in short do not buy this unless you want to sing a whole new world and make up the dialogue,0
thin plastic sleeve torn after wearing an hour i put my daughters hearing aides into the plastic sleeves she wore the head band for about an hour and then asked for it to be removed when i removed her hearing aides i noticed the plastic sleeve holding the hearing aide was torn the plastic isn t durable enough for children they give you an extra sleeve but no way to put it on without ruining the headband,0
does not work and the company knows it i purchased this watch for christmas for my son the directions where not very clear when it came to setting it up once i was finished i let my son use it the watch only work for a couple of hours and then it would only display the octopus logo and dashes where the time should be i tired to sync the watch again the battery what at percent and i tried a factory reset on the watch all of these things would get the watch working again for about an hour and then it would stop i contacted the company and their response was that they know there is a problem with this model and they are hoping to have and update for it in the future the did nothing to solve the problem or help me just oh yeah we know it doesn t work we sold it broken and we don t care and are going to do nothing about it i can t believe this company,0
not worth the frustration had to throw away my old fitbit and buy new one the band itself is ok but the process of getting the small electronic piece out and into the new shell completely fried my fitbit even if it had worked the pieces didn t quite align so charging it was almost impossible due to the side coming loose and falling off only one star because i had to for submitting review waste of time and money,0
watch out people use with caution this product attacked my stomach with a very distinct burning sensation had to stop taking it after only four days of use and i was only taking one capsule per day with breakfast once i stopped using it the irritation went away,0
these don t fit my fitbit versa i would give these stars only two bands out of fit my versa and that is with a lot of pushing and frustration another of the bands is missing the necessary pin so i couldn t even try it they are a heavier material that isn t as soft or flexible as the original fitbit band several of them are noticeably wider than the original fitbit band i m trying to replace so it s obvious they were never going to fit i m so disappointed to only have two out of this pack that will work i will not buy from this company again,0
dead on arrival i purchased these batteries for my fossil hybrid watch and each one has been detected as having less than a charge,0
slips off i liked the look of the band but ended up losing my fitbit because the magnet on the band did not hold very well and ended up slipping off and losing fitbit along with the band i don t recommend this product at all,0
a massive disappointment with some misogyny added for good measure i had really high hopes for this band maybe that s why i m so disappointed in it the one thing it has going for it is its appearance and i don t think that s enough reason to deal with its shortcomings the section with the stars pops out slightly and maybe there s a reason for that but it ends up picking up additional gunk and is extremely difficult to clean in part due to all the star cutouts even though it looks like it would have decent circulation it trapped moisture and made my wrist sweat adding to the gunk buildup problem it caused the inside of my wrist to develop painful sores my initial opinion of the band was soured as well by the things that came in the package like the sexist booklet shown in the photo i assume they thought this was cute sexism is even worse when believed to be innocuous and acceptable as it contributes to a cycle of harm sexism is never innocuous or cute it is always dangerous for the price of this band you can do much better the stars may make it unique and i love almost everything with stars on it but it doesn t make up for everything else,0
not worth it this watch didn t last a week don t waste your time,0
tiny like a woman s watch this watch is super small for a men s watch i wanted a cheapo watch to wear to work but this thing is woman s size or kids size if you have a man sized wrist don t choose this watch guess i should have stuck with timex,0
total waste of money very surprised and disappointed in thule for this product normally their products are well made and constructed unfortunately this pad appears to be an afterthought the straps as many have mentioned are attached in a very flimsy manner and in fact are attached such that they can t help but separate a linear pull on the straps or mat delaminates them because they are stitched backwards to the direction of force an obvious design flaw furthermore the mat lacks any heft at all to hold it down on the angled surface of the vehicle it s so light the force of gravity does not even overcome the memory curve you get if you keep it rolled up funny though if you look at the product picture you can see the upward curve of the mat lol save yourself some money and go to kmart buy two bath mats with rubber backings and drape one over your vehicle and place the other under the back end of your kayak to prevent scrapes as you angle it up onto your racks you will pay of the bucks you would be shelling out for this mat and can use them to throw all of your wet gear on in the back of your vehicle when you re done first thoroughly negative review i ve ever posted on amazon makes me nervous about other thule products now and they always had me as a cheerleader in their corner,0
don t recommend does not charge well had the watch on the charger hours and it only charged about a friend tried charging her watch and her watch overheated and had to cool down before she could see the clock face when i tried to charge my phone it wouldn t stay on charge it would leave charge mode in about two seconds attempted to use the charger several time without success,0
comes off quickly in corners i bought this for different apple watches i put one on my watch and it started to come off after only week i thought maybe i just put it on wrong so i was very careful and watched all the instruction videos the corners of this one started to come off after only month of use once the corners started to come up whenever i would get in the pool to swim parts of the screen would come off today it finally gave in and completely came off while swimming i would expect a product like this to last more than weeks of normal active use very disappointing i also did not like that they offer a amazon gift card to give them a good review right after buying this this encourages people to write good reviews when actually the product does not work well,0
an overpriced piece of junk you re paying for the polaris name only if you think you re getting a pool cleaner where you can just let it run to keep your pool constantly clean forget it you have to baby sit this thing it constantly gets stuck in corners it runs around on its side for hours picking up nothing it sucks up it s tail into the debris bag and makes you think the return on your filter isn t working correctly you ll be playing with the return valves on your filter to adjust pressure until you re at wits end hoping something will work you re going to spend time on the phone with polaris looking for answers you re going to google repeatedly looking for answers and you re going to watch youtube video solutions until you re green in the gills nothing works look for another cleaner,0
